alert_id,transaction_id,account_id,customer_id,rule_id,rule_name,alert_timestamp,transaction_timestamp,alert_severity,risk_points,reason,evidence_json,investigation_status,synthetic_data_flag
AML-7617C1DB4E988F91,TXN-000001156,ACC-0000079,CUST-000041,AML010,Unusual merchant or channel pattern,2026-01-01T00:00:00,2025-03-24T15:14:35,low,10,Merchant or channel activity matched a configured or novel pattern.,"{""channel"":""ATM"",""configured_high_risk_category"":false,""configured_high_risk_channel"":true,""historical_channels"":[""ATM"",""Branch"",""Mobile App"",""POS""],""historical_merchant_categories"":[""Cash Services"",""Crypto Exchange"",""Grocery"",""Money Transfer"",""Utilities""],""merchant_category"":""Grocery"",""novel_pattern"":false}",open,True
AML-FEE5C4F6F53506BA,TXN-000000569,ACC-0000038,CUST-000023,AML003,Rapid movement of funds,2026-01-01T00:00:00,2025-03-24T16:33:46,high,30,Material activity occurred 967.88 minutes after the prior transaction.,"{""channel_change"":false,""configured_minimum_amount"":100.0,""configured_window_minutes"":1440.0,""country_change"":true,""current_amount"":124.65,""elapsed_minutes"":967.88,""prior_amount"":50.27,""prior_transaction_timestamp"":""2025-03-24T00:25:53""}",open,True
AML-7332475EF3FEDB1F,TXN-000000569,ACC-0000038,CUST-000023,AML008,Device or session risk,2026-01-01T00:00:00,2025-03-24T16:33:46,medium,18,Device or session conditions observed: session risk.,"{""authentication_method"":""MFA Push"",""device_id"":""DEV-000023-04"",""ip_country"":""GB"",""login_success"":true,""new_device_indicator"":0,""session_id"":""SES-00000092"",""session_risk_signal"":""Medium"",""unusual_ip_geography"":false}",open,True
AML-36F6FA037B3F09B2,TXN-000001235,ACC-0000084,CUST-000043,AML001,High-value transaction,2026-01-01T00:00:00,2025-03-24T22:16:45,high,30,Transaction amount 531.77 exceeded 500.00.,"{""channel"":""Online Banking"",""configured_threshold"":500.0,""merchant_country"":""SG"",""transaction_amount"":531.77,""transaction_type"":""Direct Debit""}",open,True
AML-EEB0CAFB1EF8D5BB,TXN-000001235,ACC-0000084,CUST-000043,AML002,Structuring or smurfing,2026-01-01T00:00:00,2025-03-24T22:16:45,high,35,7 sub-threshold transactions totalled 940.48 within 720 hours.,"{""aggregate_threshold"":300.0,""cumulative_amount"":940.48,""reporting_threshold"":1000.0,""rolling_window_hours"":720,""transaction_count"":7}",open,True
AML-B3BD066B4AF69E40,TXN-000001235,ACC-0000084,CUST-000043,AML005,Unusual cross-border activity,2026-01-01T00:00:00,2025-03-24T22:16:45,medium,20,Cross-border activity reached ratio 1.00 with 6 prior cross-border events in the window.,"{""count_threshold"":5,""current_cross_border_ratio"":1.0,""current_merchant_country"":""SG"",""distinct_prior_countries"":5,""historical_customer_geography"":[""AE"",""FR"",""GB"",""SG"",""ZA""],""prior_cross_border_count"":6,""ratio_threshold"":0.9,""window_days"":30}",open,True
AML-66FD425187DEA9C1,TXN-000001235,ACC-0000084,CUST-000043,AML010,Unusual merchant or channel pattern,2026-01-01T00:00:00,2025-03-24T22:16:45,low,10,Merchant or channel activity matched a configured or novel pattern.,"{""channel"":""Online Banking"",""configured_high_risk_category"":false,""configured_high_risk_channel"":true,""historical_channels"":[""ATM"",""Branch"",""Mobile App"",""Online Banking"",""POS""],""historical_merchant_categories"":[""Cash Services"",""Crypto Exchange"",""Electronics"",""Entertainment"",""Grocery"",""Travel""],""merchant_category"":""Travel"",""novel_pattern"":false}",open,True
AML-6A42F816558F7F01,TXN-000000058,ACC-0000004,CUST-000003,AML004,High-risk geography,2026-01-01T00:00:00,2025-03-25T14:04:51,medium,18,Transaction matched the synthetic geography condition: illustrative configured list.,"{""configured_geography_classification"":""illustrative configured list"",""cross_border_indicator"":true,""customer_country"":""SG"",""ip_country"":""SG"",""merchant_country"":""BR""}",open,True
AML-B7D42AFFA4545007,TXN-000000058,ACC-0000004,CUST-000003,AML008,Device or session risk,2026-01-01T00:00:00,2025-03-25T14:04:51,medium,18,Device or session conditions observed: session risk.,"{""authentication_method"":""MFA Push"",""device_id"":""DEV-000003-04"",""ip_country"":""SG"",""login_success"":true,""new_device_indicator"":0,""session_id"":""SES-00000012"",""session_risk_signal"":""Medium"",""unusual_ip_geography"":false}",open,True
AML-146FBA6F7E42749B,TXN-000000058,ACC-0000004,CUST-000003,AML010,Unusual merchant or channel pattern,2026-01-01T00:00:00,2025-03-25T14:04:51,low,10,Merchant or channel activity matched a configured or novel pattern.,"{""channel"":""ATM"",""configured_high_risk_category"":false,""configured_high_risk_channel"":true,""historical_channels"":[""ATM"",""Online Banking"",""POS""],""historical_merchant_categories"":[""Electronics"",""Grocery"",""Travel"",""Utilities""],""merchant_category"":""Grocery"",""novel_pattern"":false}",open,True
AML-132787E513DD1807,TXN-000000174,ACC-0000011,CUST-000008,AML005,Unusual cross-border activity,2026-01-01T00:00:00,2025-03-25T22:47:41,medium,20,Cross-border activity reached ratio 1.00 with 2 prior cross-border events in the window.,"{""count_threshold"":5,""current_cross_border_ratio"":1.0,""current_merchant_country"":""DE"",""distinct_prior_countries"":2,""historical_customer_geography"":[""BR"",""ES""],""prior_cross_border_count"":2,""ratio_threshold"":0.9,""window_days"":30}",open,True
AML-122DB2524154E530,TXN-000000174,ACC-0000011,CUST-000008,AML008,Device or session risk,2026-01-01T00:00:00,2025-03-25T22:47:41,medium,18,"Device or session conditions observed: session risk, new device.","{""authentication_method"":""MFA Push"",""device_id"":""DEV-000008-03"",""ip_country"":""IE"",""login_success"":true,""new_device_indicator"":1,""session_id"":""SES-00000031"",""session_risk_signal"":""Medium"",""unusual_ip_geography"":false}",open,True
AML-7425CDA7E6947908,TXN-000000982,ACC-0000067,CUST-000036,AML008,Device or session risk,2026-01-01T00:00:00,2025-03-26T00:06:09,medium,18,Device or session conditions observed: session risk.,"{""authentication_method"":""One-time Passcode"",""device_id"":""DEV-000036-04"",""ip_country"":""FR"",""login_success"":true,""new_device_indicator"":0,""session_id"":""SES-00000144"",""session_risk_signal"":""Medium"",""unusual_ip_geography"":false}",open,True
AML-24D8219FAA6836AC,TXN-000000579,ACC-0000039,CUST-000023,AML002,Structuring or smurfing,2026-01-01T00:00:00,2025-03-26T06:22:26,high,35,7 sub-threshold transactions totalled 315.94 within 720 hours.,"{""aggregate_threshold"":300.0,""cumulative_amount"":315.94,""reporting_threshold"":1000.0,""rolling_window_hours"":720,""transaction_count"":7}",open,True
AML-8866117299CACCDE,TXN-000000579,ACC-0000039,CUST-000023,AML005,Unusual cross-border activity,2026-01-01T00:00:00,2025-03-26T06:22:26,medium,20,Cross-border activity reached ratio 0.86 with 5 prior cross-border events in the window.,"{""count_threshold"":5,""current_cross_border_ratio"":0.8571,""current_merchant_country"":""FR"",""distinct_prior_countries"":6,""historical_customer_geography"":[""BR"",""GB"",""IE"",""NL"",""SG"",""ZA""],""prior_cross_border_count"":5,""ratio_threshold"":0.9,""window_days"":30}",open,True
AML-448CB56D89D91F6C,TXN-000000995,ACC-0000067,CUST-000036,AML004,High-risk geography,2026-01-01T00:00:00,2025-03-26T09:21:06,medium,18,Transaction matched the synthetic geography condition: unexpected mismatch.,"{""configured_geography_classification"":""unexpected mismatch"",""cross_border_indicator"":true,""customer_country"":""FR"",""ip_country"":""CA"",""merchant_country"":""NL""}",open,True
AML-A923C3DE0C93274F,TXN-000000995,ACC-0000067,CUST-000036,AML008,Device or session risk,2026-01-01T00:00:00,2025-03-26T09:21:06,medium,18,"Device or session conditions observed: session risk, IP mismatch.","{""authentication_method"":""One-time Passcode"",""device_id"":""DEV-000036-03"",""ip_country"":""CA"",""login_success"":true,""new_device_indicator"":0,""session_id"":""SES-00000143"",""session_risk_signal"":""Elevated"",""unusual_ip_geography"":true}",open,True
AML-EAB36D224D2882B5,TXN-000000105,ACC-0000008,CUST-000005,AML008,Device or session risk,2026-01-01T00:00:00,2025-03-26T15:08:52,medium,18,Device or session conditions observed: new device.,"{""authentication_method"":""Password"",""device_id"":""DEV-000005-03"",""ip_country"":""GB"",""login_success"":true,""new_device_indicator"":1,""session_id"":""SES-00000019"",""session_risk_signal"":""Low"",""unusual_ip_geography"":false}",open,True
AML-7B8110690305541B,TXN-000000105,ACC-0000008,CUST-000005,AML010,Unusual merchant or channel pattern,2026-01-01T00:00:00,2025-03-26T15:08:52,low,10,Merchant or channel activity matched a configured or novel pattern.,"{""channel"":""Mobile App"",""configured_high_risk_category"":true,""configured_high_risk_channel"":false,""historical_channels"":[""ATM"",""Mobile App"",""Online Banking"",""POS""],""historical_merchant_categories"":[""Cash Services"",""Electronics"",""Money Transfer"",""Travel""],""merchant_category"":""Crypto Exchange"",""novel_pattern"":false}",open,True
AML-08D9CBAD8F013671,TXN-000000416,ACC-0000028,CUST-000018,AML005,Unusual cross-border activity,2026-01-01T00:00:00,2025-03-27T00:03:59,medium,20,Cross-border activity reached ratio 1.00 with 3 prior cross-border events in the window.,"{""count_threshold"":5,""current_cross_border_ratio"":1.0,""current_merchant_country"":""SG"",""distinct_prior_countries"":3,""historical_customer_geography"":[""GB"",""IE"",""US""],""prior_cross_border_count"":3,""ratio_threshold"":0.9,""window_days"":30}",open,True
AML-804183E2128E35D3,TXN-000000416,ACC-0000028,CUST-000018,AML008,Device or session risk,2026-01-01T00:00:00,2025-03-27T00:03:59,medium,18,"Device or session conditions observed: session risk, new device.","{""authentication_method"":""Biometric"",""device_id"":""DEV-000018-04"",""ip_country"":""CA"",""login_success"":true,""new_device_indicator"":1,""session_id"":""SES-00000072"",""session_risk_signal"":""Medium"",""unusual_ip_geography"":false}",open,True
AML-DB9413AFD38C8647,TXN-000000416,ACC-0000028,CUST-000018,AML009,"KYC, PEP, sanctions, or watchlist exposure",2026-01-01T00:00:00,2025-03-27T00:03:59,high,32,Synthetic customer due-diligence or watchlist indicators require review.,"{""aml_watchlist_flag"":1,""customer_id"":""CUST-000018"",""kyc_status"":""Verified"",""pep_flag"":true,""sanctions_screening_status"":""Clear""}",open,True
AML-07B23C483B633B5E,TXN-000000416,ACC-0000028,CUST-000018,AML010,Unusual merchant or channel pattern,2026-01-01T00:00:00,2025-03-27T00:03:59,low,10,Merchant or channel activity matched a configured or novel pattern.,"{""channel"":""ATM"",""configured_high_risk_category"":true,""configured_high_risk_channel"":true,""historical_channels"":[""ATM"",""Branch"",""Mobile App""],""historical_merchant_categories"":[""Cash Services"",""Crypto Exchange"",""Entertainment"",""Travel""],""merchant_category"":""Crypto Exchange"",""novel_pattern"":false}",open,True
AML-07C2978EE0E276F5,TXN-000000087,ACC-0000006,CUST-000004,AML010,Unusual merchant or channel pattern,2026-01-01T00:00:00,2025-03-27T02:52:02,low,10,Merchant or channel activity matched a configured or novel pattern.,"{""channel"":""ATM"",""configured_high_risk_category"":false,""configured_high_risk_channel"":true,""historical_channels"":[""Branch"",""Mobile App"",""POS""],""historical_merchant_categories"":[""Cash Services"",""Money Transfer"",""Utilities""],""merchant_category"":""Utilities"",""novel_pattern"":false}",open,True
AML-7F04237CCA43D036,TXN-000000192,ACC-0000013,CUST-000010,AML004,High-risk geography,2026-01-01T00:00:00,2025-03-27T05:35:25,medium,18,Transaction matched the synthetic geography condition: illustrative configured list.,"{""configured_geography_classification"":""illustrative configured list"",""cross_border_indicator"":true,""customer_country"":""AE"",""ip_country"":""AE"",""merchant_country"":""TR""}",open,True
AML-30260BCCBE17E550,TXN-000000192,ACC-0000013,CUST-000010,AML005,Unusual cross-border activity,2026-01-01T00:00:00,2025-03-27T05:35:25,medium,20,Cross-border activity reached ratio 1.00 with 6 prior cross-border events in the window.,"{""count_threshold"":5,""current_cross_border_ratio"":1.0,""current_merchant_country"":""TR"",""distinct_prior_countries"":4,""historical_customer_geography"":[""BR"",""GB"",""TR"",""US""],""prior_cross_border_count"":6,""ratio_threshold"":0.9,""window_days"":30}",open,True
AML-607A49648F4FF7AB,TXN-000000192,ACC-0000013,CUST-000010,AML010,Unusual merchant or channel pattern,2026-01-01T00:00:00,2025-03-27T05:35:25,low,10,Merchant or channel activity matched a configured or novel pattern.,"{""channel"":""Online Banking"",""configured_high_risk_category"":false,""configured_high_risk_channel"":true,""historical_channels"":[""ATM"",""Branch"",""Mobile App"",""Online Banking"",""POS""],""historical_merchant_categories"":[""Cash Services"",""Crypto Exchange"",""Entertainment"",""Grocery"",""Money Transfer""],""merchant_category"":""Utilities"",""novel_pattern"":false}",open,True
AML-91F2D53A886B1167,TXN-000001138,ACC-0000078,CUST-000041,AML002,Structuring or smurfing,2026-01-01T00:00:00,2025-03-27T10:41:23,high,35,6 sub-threshold transactions totalled 358.33 within 720 hours.,"{""aggregate_threshold"":300.0,""cumulative_amount"":358.33,""reporting_threshold"":1000.0,""rolling_window_hours"":720,""transaction_count"":6}",open,True
AML-360BE0E3F0D03C16,TXN-000001138,ACC-0000078,CUST-000041,AML004,High-risk geography,2026-01-01T00:00:00,2025-03-27T10:41:23,medium,18,Transaction matched the synthetic geography condition: illustrative configured list.,"{""configured_geography_classification"":""illustrative configured list"",""cross_border_indicator"":true,""customer_country"":""ES"",""ip_country"":""ES"",""merchant_country"":""TR""}",open,True
AML-1D56A4022B5DD166,TXN-000001131,ACC-0000078,CUST-000041,AML002,Structuring or smurfing,2026-01-01T00:00:00,2025-03-27T11:18:13,high,35,7 sub-threshold transactions totalled 375.22 within 720 hours.,"{""aggregate_threshold"":300.0,""cumulative_amount"":375.22,""reporting_threshold"":1000.0,""rolling_window_hours"":720,""transaction_count"":7}",open,True
AML-9B325C710848AA59,TXN-000001131,ACC-0000078,CUST-000041,AML005,Unusual cross-border activity,2026-01-01T00:00:00,2025-03-27T11:18:13,medium,20,Cross-border activity reached ratio 0.86 with 5 prior cross-border events in the window.,"{""count_threshold"":5,""current_cross_border_ratio"":0.8571,""current_merchant_country"":""FR"",""distinct_prior_countries"":5,""historical_customer_geography"":[""BR"",""CA"",""ES"",""IE"",""TR""],""prior_cross_border_count"":5,""ratio_threshold"":0.9,""window_days"":30}",open,True
AML-324C7F1B15DA7FE8,TXN-000000971,ACC-0000066,CUST-000036,AML005,Unusual cross-border activity,2026-01-01T00:00:00,2025-03-27T16:04:14,medium,20,Cross-border activity reached ratio 1.00 with 2 prior cross-border events in the window.,"{""count_threshold"":5,""current_cross_border_ratio"":1.0,""current_merchant_country"":""ES"",""distinct_prior_countries"":2,""historical_customer_geography"":[""IE"",""NL""],""prior_cross_border_count"":2,""ratio_threshold"":0.9,""window_days"":30}",open,True
AML-5B7E5CA6DD1156B7,TXN-000000971,ACC-0000066,CUST-000036,AML008,Device or session risk,2026-01-01T00:00:00,2025-03-27T16:04:14,medium,18,Device or session conditions observed: session risk.,"{""authentication_method"":""One-time Passcode"",""device_id"":""DEV-000036-04"",""ip_country"":""FR"",""login_success"":true,""new_device_indicator"":0,""session_id"":""SES-00000144"",""session_risk_signal"":""Medium"",""unusual_ip_geography"":false}",open,True
AML-560C70FF99E7CAF4,TXN-000000120,ACC-0000008,CUST-000005,AML008,Device or session risk,2026-01-01T00:00:00,2025-03-27T17:34:00,medium,18,Device or session conditions observed: session risk.,"{""authentication_method"":""Biometric"",""device_id"":""DEV-000005-04"",""ip_country"":""GB"",""login_success"":true,""new_device_indicator"":0,""session_id"":""SES-00000020"",""session_risk_signal"":""Medium"",""unusual_ip_geography"":false}",open,True
